party,partyLabel,colorLabel
http://www.wikidata.org/entity/Q1813766,Socialist Party,Alizarin crimson
http://www.wikidata.org/entity/Q15980871,Socialist Party of Aotearoa,red
http://www.wikidata.org/entity/Q7551658,Socialist Party of Azania,red
http://www.wikidata.org/entity/Q3827065,Socialist Party of Labour,dark red
http://www.wikidata.org/entity/Q857555,Socialist Party of Malaysia,maroon
http://www.wikidata.org/entity/Q7482830,Socialist Party of Tajikistan,Rosso corsa
http://www.wikidata.org/entity/Q7551711,Socialist Party of Thailand,red
http://www.wikidata.org/entity/Q7551742,Socialist Republican Party,red-violet
http://www.wikidata.org/entity/Q7551744,Socialist Republican Party,forest green
http://www.wikidata.org/entity/Q13017239,Solidarity Party,gold
http://www.wikidata.org/entity/Q640308,Soqosoqo Duavata ni Lewenivanua,Maya Blue
http://www.wikidata.org/entity/Q7566979,South Dakota Republican Party,red
http://www.wikidata.org/entity/Q3829531,Southern Action League,dark blue
http://www.wikidata.org/entity/Q2224802,Sovereign People,cream
http://www.wikidata.org/entity/Q7585921,Sri Lanka Freedom Socialist Party,blue
http://www.wikidata.org/entity/Q1971776,State of Law Coalition,red
http://www.wikidata.org/entity/Q3356033,Struggling People's Organization,orange
http://www.wikidata.org/entity/Q18393097,Suheldev Bharatiya Samaj Party,yellow
http://www.wikidata.org/entity/Q56231329,Synergie Monégasque,red
http://www.wikidata.org/entity/Q3523784,Tamil Eelam Liberation Organization,red
http://www.wikidata.org/entity/Q1814443,Tamil United Liberation Front,yellow
http://www.wikidata.org/entity/Q3357886,Tanzania Labour Party,yellow
http://www.wikidata.org/entity/Q7690857,Te Kura O Te ‘Au People's Movement,cream
http://www.wikidata.org/entity/Q607487,Tehiya,cobalt blue
http://www.wikidata.org/entity/Q6581411,Telangana Praja Samithi,maroon
http://www.wikidata.org/entity/Q2279320,Telugu Desam Party,yellow
http://www.wikidata.org/entity/Q2053544,The Alliance,Persian blue
http://www.wikidata.org/entity/Q18042964,The Alternative,green
http://www.wikidata.org/entity/Q7727037,The Community Group,forest green
http://www.wikidata.org/entity/Q1530720,The Jewish Home,light orange
http://www.wikidata.org/entity/Q1212753,The Libertarians,denim
http://www.wikidata.org/entity/Q7753703,The New Party,blue
http://www.wikidata.org/entity/Q920544,The Plain,dark grey
http://www.wikidata.org/entity/Q15705373,The Reform Conservatives,yellow
http://www.wikidata.org/entity/Q3917401,The Right Alliance,white
http://www.wikidata.org/entity/Q3917401,The Right Alliance,lithopone white
http://www.wikidata.org/entity/Q7785007,Third Way,amber
http://www.wikidata.org/entity/Q61994205,Third Way,navy blue
http://www.wikidata.org/entity/Q3366644,Tibet Improvement Party,blue
http://www.wikidata.org/entity/Q668101,Ticino League,cornflower blue
http://www.wikidata.org/entity/Q3054830,Together 2014,grey
http://www.wikidata.org/entity/Q5371319,Tokyo Seikatsusha Network,turquoise
http://www.wikidata.org/entity/Q3753746,Traditionalist Communion,red
http://www.wikidata.org/entity/Q6063982,Traditionalist Conservative Party,blue
http://www.wikidata.org/entity/Q64521954,Tricolour Citizens' Movement,dark blue
http://www.wikidata.org/entity/Q7847503,True People's Party,cornflower blue
http://www.wikidata.org/entity/Q7853488,Tupamaro,scarlet
http://www.wikidata.org/entity/Q7853488,Tupamaro,Q12901869
http://www.wikidata.org/entity/Q2679208,Tzomet,cobalt blue
http://www.wikidata.org/entity/Q7863211,U.S. Labor Party,maroon
http://www.wikidata.org/entity/Q1546314,UDEUR Populars for the South,orange
http://www.wikidata.org/entity/Q2187095,Uganda People's Congress,red
http://www.wikidata.org/entity/Q515003,Ukrainian People's Party,navy blue
http://www.wikidata.org/entity/Q7878502,Ukrainian Republican Party,gold
http://www.wikidata.org/entity/Q7879983,Ulster Liberal Party,goldenrod
http://www.wikidata.org/entity/Q7879995,Ulster Popular Unionist Party,Navajo white
http://www.wikidata.org/entity/Q483365,Unified Progressive Party,Rebecca purple
http://www.wikidata.org/entity/Q862828,Unified Socialist Party,cerise
http://www.wikidata.org/entity/Q7885867,Union Nationale Rwandaise,purple
http://www.wikidata.org/entity/Q827415,Union for French Democracy,robin egg blue
http://www.wikidata.org/entity/Q633163,Union for National Progress,red
http://www.wikidata.org/entity/Q2494873,Union for Trentino,baby blue
http://www.wikidata.org/entity/Q7886481,Union for the Progress of Guinea,light orange
http://www.wikidata.org/entity/Q3567209,Union of Centrists,coral
http://www.wikidata.org/entity/Q639395,Union of Citizens of Georgia,dark blue
http://www.wikidata.org/entity/Q2494775,Union of Forces for Change,Mandarin orange
http://www.wikidata.org/entity/Q20110042,Union of Islamic Iran People Party,sky blue
http://www.wikidata.org/entity/Q7886663,Union of Myanmar Federation of National Politics,white
http://www.wikidata.org/entity/Q7886663,Union of Myanmar Federation of National Politics,lithopone white
http://www.wikidata.org/entity/Q4430517,Union of People for Education and Science,periwinkle
http://www.wikidata.org/entity/Q3565854,Union of the Democratic Centre,coral
http://www.wikidata.org/entity/Q4119039,Union of the Forces of Progress,orange
http://www.wikidata.org/entity/Q169208,Union of the Workers of Slovakia,dark red
http://www.wikidata.org/entity/Q2697988,Unitarian Party,cornflower blue
http://www.wikidata.org/entity/Q889447,United African National Council,olive
http://www.wikidata.org/entity/Q1728956,United Australia Party,dark blue
http://www.wikidata.org/entity/Q7887606,United Citizens Association of Macau,crimson
http://www.wikidata.org/entity/Q174439,United Civic Party of Belarus,firebrick
http://www.wikidata.org/entity/Q284041,United Conservative Party,blue
http://www.wikidata.org/entity/Q34930858,United Conservative Party,blue
http://www.wikidata.org/entity/Q865702,United Cyprus Party,red
http://www.wikidata.org/entity/Q775844,United Democratic Front,yellow
http://www.wikidata.org/entity/Q201478,United Democratic Left,red
http://www.wikidata.org/entity/Q1809323,United Democratic Party,red
http://www.wikidata.org/entity/Q930328,United Democrats,gold
http://www.wikidata.org/entity/Q7888208,United Labour Party,red
http://www.wikidata.org/entity/Q1057495,United National Movement,firebrick
http://www.wikidata.org/entity/Q483770,United New Democratic Party,safety orange
http://www.wikidata.org/entity/Q7889009,United Opposition,blue
http://www.wikidata.org/entity/Q1781632,United Party for National Development,red
http://www.wikidata.org/entity/Q7889045,United People's Party,turquoise
http://www.wikidata.org/entity/Q1559559,United Serbia,maroon
http://www.wikidata.org/entity/Q7889161,United Socialist Party,Alizarin crimson
http://www.wikidata.org/entity/Q15980727,United Socialist Party (Sri Lanka),red
http://www.wikidata.org/entity/Q2453869,United Socialist Workers' Party,red
http://www.wikidata.org/entity/Q7893631,United Wa State Party,red
http://www.wikidata.org/entity/Q1292795,United Workers Party,yellow
http://www.wikidata.org/entity/Q17102341,United in Europe,navy blue
http://www.wikidata.org/entity/Q3534711,Up-Country People's Front,red
http://www.wikidata.org/entity/Q2867024,Uruguay Assembly,dark blue
http://www.wikidata.org/entity/Q3058620,Valencian Left,orange-red
http://www.wikidata.org/entity/Q63108547,Vanchit Bahujan Aghadi,blue
http://www.wikidata.org/entity/Q3366787,Vanuatu Labour Party,indian red
http://www.wikidata.org/entity/Q23023640,Vanuatu National Development Party,red-violet
http://www.wikidata.org/entity/Q6430579,Venezuelan Popular Unity,maroon
http://www.wikidata.org/entity/Q162246,Veritas,Rebecca purple
http://www.wikidata.org/entity/Q3037090,Vertiente Artiguista,gold
http://www.wikidata.org/entity/Q7933496,Viplavakari Lanka Sama Samaja Party,red
http://www.wikidata.org/entity/Q7936159,Vision Inspired by the People,yellow
http://www.wikidata.org/entity/Q18210679,Voice of the People of Tunisia,red
http://www.wikidata.org/entity/Q7980945,Welfare Party of India,white
http://www.wikidata.org/entity/Q7980945,Welfare Party of India,lithopone white
http://www.wikidata.org/entity/Q108700,Whigs,buff
http://www.wikidata.org/entity/Q627173,Worker-communist Party of Iran,red
http://www.wikidata.org/entity/Q3366196,Worker-communist Party of Iran – Hekmatist,red
http://www.wikidata.org/entity/Q4117931,Workers Democratic Party,red
http://www.wikidata.org/entity/Q1332539,Workers Party of Socialist Unity,red
http://www.wikidata.org/entity/Q4051005,Workers Revolutionary Party,blood red
http://www.wikidata.org/entity/Q10446825,Workers and Socialist Party,Rosso corsa
http://www.wikidata.org/entity/Q4118799,Workers and Unemployed Action Group,salmon
http://www.wikidata.org/entity/Q626980,Workers' Communist Party,red
http://www.wikidata.org/entity/Q2663855,Workers' Party,red
http://www.wikidata.org/entity/Q3135956,Workers' Party,red
http://www.wikidata.org/entity/Q627196,Workers' Party,red
http://www.wikidata.org/entity/Q628594,Workers' Party,firebrick
http://www.wikidata.org/entity/Q8034722,Workers' Party,dark red
http://www.wikidata.org/entity/Q49623,Workers' Party of Korea,red
http://www.wikidata.org/entity/Q15980872,Workers' Party of New Zealand (1991),crimson
http://www.wikidata.org/entity/Q1149512,Yemeni Socialist Party,red
http://www.wikidata.org/entity/Q11283498,Česká pravice,gold
